protein_id	protein_name	genome_name	genome_id	length
AAN01863.1--GCA_000842345.1	major tail protein	Mycobacterium phage Rosebush	GCA_000842345.1	359
AAN01864.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_22	Mycobacterium phage Rosebush	GCA_000842345.1	37
AAN01865.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_23	Mycobacterium phage Rosebush	GCA_000842345.1	133
AAN01866.1--GCA_000842345.1	head-to-tail adaptor	Mycobacterium phage Rosebush	GCA_000842345.1	205
AAN01867.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_25	Mycobacterium phage Rosebush	GCA_000842345.1	186
AAN01868.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_26	Mycobacterium phage Rosebush	GCA_000842345.1	117
AAN01869.1--GCA_000842345.1	tail assembly chaperone	Mycobacterium phage Rosebush	GCA_000842345.1	142
AAN01870.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_28	Mycobacterium phage Rosebush	GCA_000842345.1	161
AAN01871.1--GCA_000842345.1	tape measure protein	Mycobacterium phage Rosebush	GCA_000842345.1	1882
AAN01872.1--GCA_000842345.1	minor tail protein	Mycobacterium phage Rosebush	GCA_000842345.1	478
AAN01873.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_31	Mycobacterium phage Rosebush	GCA_000842345.1	349
AAN01874.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_32	Mycobacterium phage Rosebush	GCA_000842345.1	906
AAN01875.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_33	Mycobacterium phage Rosebush	GCA_000842345.1	387
AAN01876.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_34	Mycobacterium phage Rosebush	GCA_000842345.1	129
AAN01877.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_35	Mycobacterium phage Rosebush	GCA_000842345.1	129
AAN01878.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_36	Mycobacterium phage Rosebush	GCA_000842345.1	214
AAN01879.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_37	Mycobacterium phage Rosebush	GCA_000842345.1	199
AAN01880.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_38	Mycobacterium phage Rosebush	GCA_000842345.1	437
AAN01881.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_39	Mycobacterium phage Rosebush	GCA_000842345.1	118
AAN01882.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_40	Mycobacterium phage Rosebush	GCA_000842345.1	121
AAN01883.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_41	Mycobacterium phage Rosebush	GCA_000842345.1	134
AAN01884.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_42	Mycobacterium phage Rosebush	GCA_000842345.1	231
AAN01885.1--GCA_000842345.1	helix-turn-helix DNA binding domain protein	Mycobacterium phage Rosebush	GCA_000842345.1	59
AAN01886.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_44	Mycobacterium phage Rosebush	GCA_000842345.1	129
AAN01887.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_45	Mycobacterium phage Rosebush	GCA_000842345.1	254
AAN01888.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_46	Mycobacterium phage Rosebush	GCA_000842345.1	503
AAN01889.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_47	Mycobacterium phage Rosebush	GCA_000842345.1	178
AAN01890.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_48	Mycobacterium phage Rosebush	GCA_000842345.1	179
AAN01891.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_49	Mycobacterium phage Rosebush	GCA_000842345.1	455
AAN01892.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_50	Mycobacterium phage Rosebush	GCA_000842345.1	571
AAN01893.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_51	Mycobacterium phage Rosebush	GCA_000842345.1	53
AAN01894.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_52	Mycobacterium phage Rosebush	GCA_000842345.1	111
AAN01895.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_53	Mycobacterium phage Rosebush	GCA_000842345.1	163
AAN01896.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_54	Mycobacterium phage Rosebush	GCA_000842345.1	920
AAN01897.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_55	Mycobacterium phage Rosebush	GCA_000842345.1	54
AAN01898.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_56	Mycobacterium phage Rosebush	GCA_000842345.1	609
AAN01899.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_57	Mycobacterium phage Rosebush	GCA_000842345.1	127
AAN01900.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_58	Mycobacterium phage Rosebush	GCA_000842345.1	162
AAN01901.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_59	Mycobacterium phage Rosebush	GCA_000842345.1	146
AAN01902.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_60	Mycobacterium phage Rosebush	GCA_000842345.1	100
AAN01903.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_61	Mycobacterium phage Rosebush	GCA_000842345.1	89
AAN01904.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_62	Mycobacterium phage Rosebush	GCA_000842345.1	233
AAN01905.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_63	Mycobacterium phage Rosebush	GCA_000842345.1	86
AAN01906.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_64	Mycobacterium phage Rosebush	GCA_000842345.1	113
AAN01907.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_65	Mycobacterium phage Rosebush	GCA_000842345.1	217
AAN01908.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_66	Mycobacterium phage Rosebush	GCA_000842345.1	174
AAN01909.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_67	Mycobacterium phage Rosebush	GCA_000842345.1	127
AAN01910.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_68	Mycobacterium phage Rosebush	GCA_000842345.1	237
AAN01911.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_69	Mycobacterium phage Rosebush	GCA_000842345.1	100
AAN01912.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_70	Mycobacterium phage Rosebush	GCA_000842345.1	74
AAN01913.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_71	Mycobacterium phage Rosebush	GCA_000842345.1	164
AAN01914.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_72	Mycobacterium phage Rosebush	GCA_000842345.1	92
AAN01915.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_73	Mycobacterium phage Rosebush	GCA_000842345.1	102
AAN01916.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_74	Mycobacterium phage Rosebush	GCA_000842345.1	103
AAN01917.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_75	Mycobacterium phage Rosebush	GCA_000842345.1	81
AAN01918.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_76	Mycobacterium phage Rosebush	GCA_000842345.1	105
AAN01919.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_77	Mycobacterium phage Rosebush	GCA_000842345.1	141
AAN01920.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_78	Mycobacterium phage Rosebush	GCA_000842345.1	53
AAN01921.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_79	Mycobacterium phage Rosebush	GCA_000842345.1	70
AAN01922.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_80	Mycobacterium phage Rosebush	GCA_000842345.1	164
AAN01923.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_81	Mycobacterium phage Rosebush	GCA_000842345.1	73
AAN01924.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_82	Mycobacterium phage Rosebush	GCA_000842345.1	198
AAN01925.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_83	Mycobacterium phage Rosebush	GCA_000842345.1	356
AAN01926.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_84	Mycobacterium phage Rosebush	GCA_000842345.1	85
AAN01927.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_85	Mycobacterium phage Rosebush	GCA_000842345.1	48
AAN01928.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_86	Mycobacterium phage Rosebush	GCA_000842345.1	45
AAN01929.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_87	Mycobacterium phage Rosebush	GCA_000842345.1	110
AAN01930.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_88	Mycobacterium phage Rosebush	GCA_000842345.1	120
AAN01931.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_89	Mycobacterium phage Rosebush	GCA_000842345.1	63
AAN01932.1--GCA_000842345.1	hypothetical protein PBI_ROSEBUSH_90	Mycobacterium phage Rosebush	GCA_000842345.1	251
ABD58317.1--GCA_000869205.1	adenylate kinase	Mycobacterium phage Orion	GCA_000869205.1	188
ABD58318.1--GCA_000869205.1	terminase	Mycobacterium phage Orion	GCA_000869205.1	595
ABD58319.1--GCA_000869205.1	hypothetical protein PBI_ORION_3	Mycobacterium phage Orion	GCA_000869205.1	71
ABD58320.1--GCA_000869205.1	hypothetical protein PBI_ORION_4	Mycobacterium phage Orion	GCA_000869205.1	120
ABD58321.1--GCA_000869205.1	hypothetical protein PBI_ORION_5	Mycobacterium phage Orion	GCA_000869205.1	45
ABD58322.1--GCA_000869205.1	RuvC-like resolvase	Mycobacterium phage Orion	GCA_000869205.1	184
ABD58323.1--GCA_000869205.1	hypothetical protein PBI_ORION_7	Mycobacterium phage Orion	GCA_000869205.1	148
ABD58324.1--GCA_000869205.1	portal protein	Mycobacterium phage Orion	GCA_000869205.1	639
ABD58325.1--GCA_000869205.1	capsid maturation protease and MuF-like fusion protein	Mycobacterium phage Orion	GCA_000869205.1	857
ABD58326.1--GCA_000869205.1	hypothetical protein PBI_ORION_10	Mycobacterium phage Orion	GCA_000869205.1	144
ABD58327.1--GCA_000869205.1	hypothetical protein PBI_ORION_11	Mycobacterium phage Orion	GCA_000869205.1	45
ABD58328.1--GCA_000869205.1	major capsid protein	Mycobacterium phage Orion	GCA_000869205.1	582
ABD58329.1--GCA_000869205.1	hypothetical protein PBI_ORION_13	Mycobacterium phage Orion	GCA_000869205.1	265
ABD58330.1--GCA_000869205.1	hypothetical protein PBI_ORION_14	Mycobacterium phage Orion	GCA_000869205.1	280
ABD58331.1--GCA_000869205.1	hypothetical protein PBI_ORION_15	Mycobacterium phage Orion	GCA_000869205.1	129
ABD58332.1--GCA_000869205.1	hypothetical protein PBI_ORION_16	Mycobacterium phage Orion	GCA_000869205.1	99
ABD58333.1--GCA_000869205.1	hypothetical protein PBI_ORION_17	Mycobacterium phage Orion	GCA_000869205.1	204
ABD58334.1--GCA_000869205.1	major tail protein	Mycobacterium phage Orion	GCA_000869205.1	266
ABD58335.1--GCA_000869205.1	hypothetical protein PBI_ORION_19	Mycobacterium phage Orion	GCA_000869205.1	76
ABD58336.1--GCA_000869205.1	queuine tRNA-ribosyltransferase	Mycobacterium phage Orion	GCA_000869205.1	258
ABD58337.1--GCA_000869205.1	hypothetical protein PBI_ORION_21	Mycobacterium phage Orion	GCA_000869205.1	87
ABD58338.1--GCA_000869205.1	head-to-tail adaptor	Mycobacterium phage Orion	GCA_000869205.1	245
ABD58339.1--GCA_000869205.1	hypothetical protein PBI_ORION_23	Mycobacterium phage Orion	GCA_000869205.1	172
ABD58340.1--GCA_000869205.1	hypothetical protein PBI_ORION_24	Mycobacterium phage Orion	GCA_000869205.1	111
ABD58341.1--GCA_000869205.1	tail assembly chaperone	Mycobacterium phage Orion	GCA_000869205.1	140
ABD58342.1--GCA_000869205.1	hypothetical protein PBI_ORION_26	Mycobacterium phage Orion	GCA_000869205.1	187
ABD58343.1--GCA_000869205.1	hypothetical protein PBI_ORION_27	Mycobacterium phage Orion	GCA_000869205.1	113
ABD58344.1--GCA_000869205.1	tape measure protein	Mycobacterium phage Orion	GCA_000869205.1	1991
ABD58345.1--GCA_000869205.1	minor tail protein	Mycobacterium phage Orion	GCA_000869205.1	477
ABD58346.1--GCA_000869205.1	hypothetical protein PBI_ORION_30	Mycobacterium phage Orion	GCA_000869205.1	370
ABD58347.1--GCA_000869205.1	hypothetical protein PBI_ORION_31	Mycobacterium phage Orion	GCA_000869205.1	751
ABD58348.1--GCA_000869205.1	hypothetical protein PBI_ORION_32	Mycobacterium phage Orion	GCA_000869205.1	448
ABD58349.1--GCA_000869205.1	hypothetical protein PBI_ORION_33	Mycobacterium phage Orion	GCA_000869205.1	386
ABD58350.1--GCA_000869205.1	hypothetical protein PBI_ORION_34	Mycobacterium phage Orion	GCA_000869205.1	129
ABD58351.1--GCA_000869205.1	hypothetical protein PBI_ORION_35	Mycobacterium phage Orion	GCA_000869205.1	128
ABD58352.1--GCA_000869205.1	hypothetical protein PBI_ORION_36	Mycobacterium phage Orion	GCA_000869205.1	215
ABD58353.1--GCA_000869205.1	hypothetical protein PBI_ORION_37	Mycobacterium phage Orion	GCA_000869205.1	199
ABD58354.1--GCA_000869205.1	hypothetical protein PBI_ORION_38	Mycobacterium phage Orion	GCA_000869205.1	207
ABD58355.1--GCA_000869205.1	hypothetical protein PBI_ORION_39	Mycobacterium phage Orion	GCA_000869205.1	122
ABD58356.1--GCA_000869205.1	hypothetical protein PBI_ORION_40	Mycobacterium phage Orion	GCA_000869205.1	103
ABD58357.1--GCA_000869205.1	hypothetical protein PBI_ORION_41	Mycobacterium phage Orion	GCA_000869205.1	135
ABD58358.1--GCA_000869205.1	hypothetical protein PBI_ORION_42	Mycobacterium phage Orion	GCA_000869205.1	373
ABD58359.1--GCA_000869205.1	hypothetical protein PBI_ORION_43	Mycobacterium phage Orion	GCA_000869205.1	72
ABD58360.1--GCA_000869205.1	hypothetical protein PBI_ORION_44	Mycobacterium phage Orion	GCA_000869205.1	97
ABD58361.1--GCA_000869205.1	helix-turn-helix DNA binding domain protein	Mycobacterium phage Orion	GCA_000869205.1	71
ABD58362.1--GCA_000869205.1	hypothetical protein PBI_ORION_46	Mycobacterium phage Orion	GCA_000869205.1	141
ABD58363.1--GCA_000869205.1	hypothetical protein PBI_ORION_47	Mycobacterium phage Orion	GCA_000869205.1	78
ABD58364.1--GCA_000869205.1	hypothetical protein PBI_ORION_48	Mycobacterium phage Orion	GCA_000869205.1	186
ABD58365.1--GCA_000869205.1	lysin A	Mycobacterium phage Orion	GCA_000869205.1	429
ABD58366.1--GCA_000869205.1	lysin B	Mycobacterium phage Orion	GCA_000869205.1	451
ABD58367.1--GCA_000869205.1	hypothetical protein PBI_ORION_51	Mycobacterium phage Orion	GCA_000869205.1	206
ABD58368.1--GCA_000869205.1	hypothetical protein PBI_ORION_52	Mycobacterium phage Orion	GCA_000869205.1	466
ABD58369.1--GCA_000869205.1	hypothetical protein PBI_ORION_53	Mycobacterium phage Orion	GCA_000869205.1	567
ABD58370.1--GCA_000869205.1	hypothetical protein PBI_ORION_54	Mycobacterium phage Orion	GCA_000869205.1	123
ABD58371.1--GCA_000869205.1	hypothetical protein PBI_ORION_55	Mycobacterium phage Orion	GCA_000869205.1	71
ABD58372.1--GCA_000869205.1	hypothetical protein PBI_ORION_56	Mycobacterium phage Orion	GCA_000869205.1	40
ABD58373.1--GCA_000869205.1	hypothetical protein PBI_ORION_57	Mycobacterium phage Orion	GCA_000869205.1	122
ABD58374.1--GCA_000869205.1	hypothetical protein PBI_ORION_58	Mycobacterium phage Orion	GCA_000869205.1	96
ABD58375.1--GCA_000869205.1	hypothetical protein PBI_ORION_59	Mycobacterium phage Orion	GCA_000869205.1	915
ABD58376.1--GCA_000869205.1	hypothetical protein PBI_ORION_60	Mycobacterium phage Orion	GCA_000869205.1	32
ABD58377.1--GCA_000869205.1	hypothetical protein PBI_ORION_61	Mycobacterium phage Orion	GCA_000869205.1	189
ABD58378.1--GCA_000869205.1	hypothetical protein PBI_ORION_62	Mycobacterium phage Orion	GCA_000869205.1	619
ABD58379.1--GCA_000869205.1	hypothetical protein PBI_ORION_63	Mycobacterium phage Orion	GCA_000869205.1	152
ABD58380.1--GCA_000869205.1	hypothetical protein PBI_ORION_64	Mycobacterium phage Orion	GCA_000869205.1	50
ABD58381.1--GCA_000869205.1	hypothetical protein PBI_ORION_65	Mycobacterium phage Orion	GCA_000869205.1	118
ABD58382.1--GCA_000869205.1	hypothetical protein PBI_ORION_66	Mycobacterium phage Orion	GCA_000869205.1	141
ABD58383.1--GCA_000869205.1	hypothetical protein PBI_ORION_67	Mycobacterium phage Orion	GCA_000869205.1	240
ABD58384.1--GCA_000869205.1	hypothetical protein PBI_ORION_68	Mycobacterium phage Orion	GCA_000869205.1	58
ABD58385.1--GCA_000869205.1	hypothetical protein PBI_ORION_69	Mycobacterium phage Orion	GCA_000869205.1	71
ABD58386.1--GCA_000869205.1	hypothetical protein PBI_ORION_70	Mycobacterium phage Orion	GCA_000869205.1	235
ABD58387.1--GCA_000869205.1	hypothetical protein PBI_ORION_71	Mycobacterium phage Orion	GCA_000869205.1	193
ABD58388.1--GCA_000869205.1	hypothetical protein PBI_ORION_72	Mycobacterium phage Orion	GCA_000869205.1	140
ABD58389.1--GCA_000869205.1	hypothetical protein PBI_ORION_73	Mycobacterium phage Orion	GCA_000869205.1	61
ABD58390.1--GCA_000869205.1	hypothetical protein PBI_ORION_74	Mycobacterium phage Orion	GCA_000869205.1	112
ABD58391.1--GCA_000869205.1	hypothetical protein PBI_ORION_75	Mycobacterium phage Orion	GCA_000869205.1	200
ABD58392.1--GCA_000869205.1	hypothetical protein PBI_ORION_76	Mycobacterium phage Orion	GCA_000869205.1	109
ABD58393.1--GCA_000869205.1	hypothetical protein PBI_ORION_77	Mycobacterium phage Orion	GCA_000869205.1	68
ABD58394.1--GCA_000869205.1	hypothetical protein PBI_ORION_78	Mycobacterium phage Orion	GCA_000869205.1	144
ABD58395.1--GCA_000869205.1	hypothetical protein PBI_ORION_79	Mycobacterium phage Orion	GCA_000869205.1	47
ABD58396.1--GCA_000869205.1	hypothetical protein PBI_ORION_80	Mycobacterium phage Orion	GCA_000869205.1	132
ABD58397.1--GCA_000869205.1	hypothetical protein PBI_ORION_81	Mycobacterium phage Orion	GCA_000869205.1	76
ABD58398.1--GCA_000869205.1	hypothetical protein PBI_ORION_82	Mycobacterium phage Orion	GCA_000869205.1	128
ABD58399.1--GCA_000869205.1	hypothetical protein PBI_ORION_83	Mycobacterium phage Orion	GCA_000869205.1	127
ABD58400.1--GCA_000869205.1	hypothetical protein PBI_ORION_84	Mycobacterium phage Orion	GCA_000869205.1	59
ABD58401.1--GCA_000869205.1	hypothetical protein PBI_ORION_85	Mycobacterium phage Orion	GCA_000869205.1	86
ABD58402.1--GCA_000869205.1	hypothetical protein PBI_ORION_86	Mycobacterium phage Orion	GCA_000869205.1	65
ABD58403.1--GCA_000869205.1	hypothetical protein PBI_ORION_87	Mycobacterium phage Orion	GCA_000869205.1	73
ABD58404.1--GCA_000869205.1	hypothetical protein PBI_ORION_88	Mycobacterium phage Orion	GCA_000869205.1	61
ABD58405.1--GCA_000869205.1	hypothetical protein PBI_ORION_89	Mycobacterium phage Orion	GCA_000869205.1	73
ABD58406.1--GCA_000869205.1	hypothetical protein PBI_ORION_90	Mycobacterium phage Orion	GCA_000869205.1	100
ABD58407.1--GCA_000869205.1	hypothetical protein PBI_ORION_91	Mycobacterium phage Orion	GCA_000869205.1	65
ABD58408.1--GCA_000869205.1	hypothetical protein PBI_ORION_92	Mycobacterium phage Orion	GCA_000869205.1	91
ABD58409.1--GCA_000869205.1	hypothetical protein PBI_ORION_93	Mycobacterium phage Orion	GCA_000869205.1	81
ABD58410.1--GCA_000869205.1	hypothetical protein PBI_ORION_94	Mycobacterium phage Orion	GCA_000869205.1	118
ABD58411.1--GCA_000869205.1	hypothetical protein PBI_ORION_95	Mycobacterium phage Orion	GCA_000869205.1	243
ABD58412.1--GCA_000869205.1	hypothetical protein PBI_ORION_96	Mycobacterium phage Orion	GCA_000869205.1	59
ABD58413.1--GCA_000869205.1	hypothetical protein PBI_ORION_97	Mycobacterium phage Orion	GCA_000869205.1	78
ABD58414.1--GCA_000869205.1	hypothetical protein PBI_ORION_98	Mycobacterium phage Orion	GCA_000869205.1	133
ABD58415.1--GCA_000869205.1	hypothetical protein PBI_ORION_99	Mycobacterium phage Orion	GCA_000869205.1	112
ABD58416.1--GCA_000869205.1	hypothetical protein PBI_ORION_100	Mycobacterium phage Orion	GCA_000869205.1	65
CBJ93810.1--GCA_001308835.1	putative phage DNA packaging protein (terminase)	Campylobacter virus CP220	GCA_001308835.1	744
CBJ93811.1--GCA_001308835.1	Putative base plate hub assembly catalyst	Campylobacter virus CP220	GCA_001308835.1	244
CBJ93812.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	138
CBJ93813.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	62
CBJ93814.1--GCA_001308835.1	Putative phage DNA topoisomerase (large subunit)	Campylobacter virus CP220	GCA_001308835.1	503
CBJ93815.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	177
CBJ93816.1--GCA_001308835.1	hypothetical phage protein (possible dUTP pyrophosphatase)	Campylobacter virus CP220	GCA_001308835.1	152
CBJ93817.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	80
CBJ93818.1--GCA_001308835.1	Putative DNA primase subunit	Campylobacter virus CP220	GCA_001308835.1	347
CBJ93819.1--GCA_001308835.1	Putative DNA polymerase accessory factor (sliding clamp loader)	Campylobacter virus CP220	GCA_001308835.1	304
CBJ93820.1--GCA_001308835.1	Putative phage RNase H	Campylobacter virus CP220	GCA_001308835.1	352
CBJ93821.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	182
CBJ93822.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	210
CBJ93823.1--GCA_001308835.1	Putative base plate hub subunit protein	Campylobacter virus CP220	GCA_001308835.1	225
CBJ93824.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	232
CBJ93825.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	68
CBJ93826.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	264
CBJ93827.1--GCA_001308835.1	hypothetical phage membrane protein	Campylobacter virus CP220	GCA_001308835.1	86
CBJ93828.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	256
CBJ93829.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	125
CBJ93830.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	312
CBJ93831.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	74
CBJ93832.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	367
CBJ93833.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	110
CBJ93834.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	201
CBJ93835.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	503
CBJ93836.1--GCA_001308835.1	possible virion structural protein	Campylobacter virus CP220	GCA_001308835.1	395
CBJ93837.1--GCA_001308835.1	hypothetical phage membrane protein	Campylobacter virus CP220	GCA_001308835.1	58
CBJ93838.1--GCA_001308835.1	Possible EndoVII packaging and recombination endonuclease	Campylobacter virus CP220	GCA_001308835.1	178
CBJ93839.1--GCA_001308835.1	Possible phage prohead assembley initiator protein / portal protein	Campylobacter virus CP220	GCA_001308835.1	569
CBJ93840.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	97
CBJ93841.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	123
CBJ93842.1--GCA_001308835.1	Possible phage DNA ligase	Campylobacter virus CP220	GCA_001308835.1	429
CBJ93843.1--GCA_001308835.1	Probable phage tail sheath protein	Campylobacter virus CP220	GCA_001308835.1	516
CBJ93844.1--GCA_001308835.1	ISCaje1 transposase	Campylobacter virus CP220	GCA_001308835.1	414
CBJ93845.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	400
CBJ93846.1--GCA_001308835.1	Possible outer wedge baseplate protein and lysozyme	Campylobacter virus CP220	GCA_001308835.1	120
CBJ93847.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	140
CBJ93848.1--GCA_001308835.1	hypothetical phage exported protein	Campylobacter virus CP220	GCA_001308835.1	108
CBJ93849.1--GCA_001308835.1	hypothetical phage membrane protein	Campylobacter virus CP220	GCA_001308835.1	70
CBJ93850.1--GCA_001308835.1	Possible phage baseplate wedge protein	Campylobacter virus CP220	GCA_001308835.1	1214
CBJ93851.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	224
CBJ93852.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	221
CBJ93853.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	1386
CBJ93854.1--GCA_001308835.1	Possible phage tail tube protein	Campylobacter virus CP220	GCA_001308835.1	252
CBJ93855.1--GCA_001308835.1	Possible phage head completion protein	Campylobacter virus CP220	GCA_001308835.1	141
CBJ93856.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	219
CBJ93857.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	255
CBJ93858.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	84
CBJ93859.1--GCA_001308835.1	Possible prohead core scaffold protein	Campylobacter virus CP220	GCA_001308835.1	239
CBJ93860.1--GCA_001308835.1	Possible phage major capsid protein	Campylobacter virus CP220	GCA_001308835.1	444
CBJ93861.1--GCA_001308835.1	Possible tail sheath protein	Campylobacter virus CP220	GCA_001308835.1	538
CBJ93862.1--GCA_001308835.1	Possible phage tail sheath protein	Campylobacter virus CP220	GCA_001308835.1	578
CBJ93863.1--GCA_001308835.1	Possible homing endonuclease	Campylobacter virus CP220	GCA_001308835.1	574
CBJ93864.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	343
CBJ93865.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	258
CBJ93866.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	180
CBJ93867.1--GCA_001308835.1	Possible phage tail tube protein	Campylobacter virus CP220	GCA_001308835.1	196
CBJ93868.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	166
CBJ93869.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	483
CBJ93870.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	164
CBJ93871.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	90
